"기준일","요일","시군구","연령대","성별","통화건수"
20170214,"화","성북구","40대","여",101
20170214,"화","성북구","50대","남",36
20170214,"화","성북구","50대","여",43
20170214,"화","성북구","60대이상","남",29
20170214,"화","성북구","60대이상","여",5
20170214,"화","송파구","10대","남",58
20170214,"화","송파구","10대","여",38
20170214,"화","송파구","20대","남",105
20170214,"화","송파구","20대","여",71
20170214,"화","송파구","30대","남",87
20170214,"화","송파구","30대","여",121
20170214,"화","송파구","40대","남",75
20170214,"화","송파구","40대","여",148
20170214,"화","송파구","50대","남",50
20170214,"화","송파구","50대","여",54
20170214,"화","송파구","60대이상","남",30
20170214,"화","송파구","60대이상","여",22
20170214,"화","양천구","10대","남",17
20170214,"화","양천구","10대","여",18
20170214,"화","양천구","20대","남",37
20170214,"화","양천구","20대","여",43
20170214,"화","양천구","30대","남",32
20170214,"화","양천구","30대","여",43
20170214,"화","양천구","40대","남",26
20170214,"화","양천구","40대","여",67
20170214,"화","양천구","50대","남",17
20170214,"화","양천구","50대","여",20
20170214,"화","양천구","60대이상","남",9
20170214,"화","양천구","60대이상","여",14
20170214,"화","영등포구","10대","남",42
20170214,"화","영등포구","10대","여",27
20170214,"화","영등포구","20대","남",111
20170214,"화","영등포구","20대","여",98
20170214,"화","영등포구","30대","남",115
20170214,"화","영등포구","30대","여",137
20170214,"화","영등포구","40대","남",92
20170214,"화","영등포구","40대","여",131
20170214,"화","영등포구","50대","남",30
20170214,"화","영등포구","50대","여",47
20170214,"화","영등포구","60대이상","남",14
20170214,"화","영등포구","60대이상","여",32
20170214,"화","용산구","10대","남",33
20170214,"화","용산구","10대","여",31
20170214,"화","용산구","20대","남",53
20170214,"화","용산구","20대","여",50
20170214,"화","용산구","30대","남",70
20170214,"화","용산구","30대","여",91
20170214,"화","용산구","40대","남",46
20170214,"화","용산구","40대","여",84
20170214,"화","용산구","50대","남",19
20170214,"화","용산구","50대","여",30
20170214,"화","용산구","60대이상","남",20
20170214,"화","용산구","60대이상","여",20
20170214,"화","은평구","10대","남",38
20170214,"화","은평구","10대","여",31
20170214,"화","은평구","20대","남",74
20170214,"화","은평구","20대","여",55
20170214,"화","은평구","30대","남",88
20170214,"화","은평구","30대","여",104
20170214,"화","은평구","40대","남",69
20170214,"화","은평구","40대","여",99
20170214,"화","은평구","50대","남",33
20170214,"화","은평구","50대","여",44
20170214,"화","은평구","60대이상","남",9
20170214,"화","은평구","60대이상","여",21
20170214,"화","종로구","10대","남",21
20170214,"화","종로구","10대","여",14
20170214,"화","종로구","20대","남",38
20170214,"화","종로구","20대","여",40
20170214,"화","종로구","30대","남",40
20170214,"화","종로구","30대","여",50
20170214,"화","종로구","40대","남",29
20170214,"화","종로구","40대","여",56
20170214,"화","종로구","50대","남",20
20170214,"화","종로구","50대","여",26
20170214,"화","종로구","60대이상","여",30
20170214,"화","중구","10대","남",16
20170214,"화","중구","10대","여",16
20170214,"화","중구","20대","남",86
20170214,"화","중구","20대","여",61
20170214,"화","중구","30대","남",76
20170214,"화","중구","30대","여",86
20170214,"화","중구","40대","남",57
20170214,"화","중구","40대","여",87
20170214,"화","중구","50대","남",22
20170214,"화","중구","50대","여",50
20170214,"화","중구","60대이상","남",15
20170214,"화","중구","60대이상","여",12
20170214,"화","중랑구","10대","남",20
20170214,"화","중랑구","10대","여",21
20170214,"화","중랑구","20대","남",60
20170214,"화","중랑구","20대","여",42
20170214,"화","중랑구","30대","남",57
20170214,"화","중랑구","30대","여",86
20170214,"화","중랑구","40대","남",51
20170214,"화","중랑구","40대","여",81
20170214,"화","중랑구","50대","남",37
20170214,"화","중랑구","50대","여",27
20170214,"화","중랑구","60대이상","남",32
20170214,"화","중랑구","60대이상","여",15
20170215,"수","강남구","10대","남",67
20170215,"수","강남구","10대","여",45
20170215,"수","강남구","20대","남",121
20170215,"수","강남구","20대","여",97
20170215,"수","강남구","30대","남",179
20170215,"수","강남구","30대","여",139
20170215,"수","강남구","40대","남",96
20170215,"수","강남구","40대","여",215
20170215,"수","강남구","50대","남",51
20170215,"수","강남구","50대","여",57
20170215,"수","강남구","60대이상","남",31
20170215,"수","강남구","60대이상","여",37
20170215,"수","강동구","10대","남",48
20170215,"수","강동구","10대","여",33
20170215,"수","강동구","20대","남",66
20170215,"수","강동구","20대","여",61
20170215,"수","강동구","30대","남",81
20170215,"수","강동구","30대","여",108
20170215,"수","강동구","40대","남",66
20170215,"수","강동구","40대","여",108
20170215,"수","강동구","50대","남",37
20170215,"수","강동구","50대","여",52
20170215,"수","강동구","60대이상","남",28
20170215,"수","강동구","60대이상","여",35
20170215,"수","강북구","10대","남",20
20170215,"수","강북구","10대","여",17
20170215,"수","강북구","20대","남",51
20170215,"수","강북구","20대","여",43
20170215,"수","강북구","30대","남",67
20170215,"수","강북구","30대","여",91
20170215,"수","강북구","40대","남",58
20170215,"수","강북구","40대","여",107
20170215,"수","강북구","50대","남",21
20170215,"수","강북구","50대","여",33
20170215,"수","강북구","60대이상","남",10
20170215,"수","강북구","60대이상","여",18
20170215,"수","강서구","10대","남",71
20170215,"수","강서구","10대","여",53
20170215,"수","강서구","20대","남",150
20170215,"수","강서구","20대","여",134
20170215,"수","강서구","30대","남",180
20170215,"수","강서구","30대","여",215
20170215,"수","강서구","40대","남",116
20170215,"수","강서구","40대","여",246
20170215,"수","강서구","50대","남",72
20170215,"수","강서구","50대","여",73
20170215,"수","강서구","60대이상","남",26
20170215,"수","강서구","60대이상","여",51
20170215,"수","관악구","10대","남",48
20170215,"수","관악구","10대","여",28
20170215,"수","관악구","20대","남",157
20170215,"수","관악구","20대","여",96
20170215,"수","관악구","30대","남",143
20170215,"수","관악구","30대","여",128
20170215,"수","관악구","40대","남",72
20170215,"수","관악구","40대","여",101
20170215,"수","관악구","50대","남",31
20170215,"수","관악구","50대","여",39
20170215,"수","관악구","60대이상","남",20
20170215,"수","관악구","60대이상","여",21
20170215,"수","광진구","10대","남",18
20170215,"수","광진구","10대","여",22
20170215,"수","광진구","20대","남",39
20170215,"수","광진구","20대","여",32
20170215,"수","광진구","30대","남",31
20170215,"수","광진구","30대","여",36
20170215,"수","광진구","40대","남",26
20170215,"수","광진구","40대","여",34
20170215,"수","광진구","50대","남",13
20170215,"수","광진구","50대","여",16
20170215,"수","광진구","60대이상","남",11
20170215,"수","광진구","60대이상","여",15
20170215,"수","구로구","10대","남",26
20170215,"수","구로구","10대","여",23
20170215,"수","구로구","20대","남",52
20170215,"수","구로구","20대","여",49
20170215,"수","구로구","30대","남",64
20170215,"수","구로구","30대","여",75
20170215,"수","구로구","40대","남",54
20170215,"수","구로구","40대","여",74
20170215,"수","구로구","50대","남",33
20170215,"수","구로구","50대","여",40
20170215,"수","구로구","60대이상","남",14
20170215,"수","구로구","60대이상","여",27
20170215,"수","금천구","10대","남",15
20170215,"수","금천구","10대","여",16
20170215,"수","금천구","20대","남",42
20170215,"수","금천구","20대","여",37
20170215,"수","금천구","30대","남",51
20170215,"수","금천구","30대","여",69
20170215,"수","금천구","40대","남",23
20170215,"수","금천구","40대","여",43
20170215,"수","금천구","50대","남",18
20170215,"수","금천구","50대","여",16
20170215,"수","금천구","60대이상","남",11
20170215,"수","금천구","60대이상","여",16
20170215,"수","노원구","10대","남",54
20170215,"수","노원구","10대","여",28
20170215,"수","노원구","20대","남",100
20170215,"수","노원구","20대","여",65
20170215,"수","노원구","30대","남",74
20170215,"수","노원구","30대","여",107
20170215,"수","노원구","40대","남",66
20170215,"수","노원구","40대","여",158
20170215,"수","노원구","50대","남",29
20170215,"수","노원구","50대","여",44
20170215,"수","노원구","60대이상","남",19
20170215,"수","노원구","60대이상","여",22
20170215,"수","도봉구","10대","남",12
20170215,"수","도봉구","10대","여",15
20170215,"수","도봉구","20대","남",23
20170215,"수","도봉구","20대","여",26
20170215,"수","도봉구","30대","남",27
20170215,"수","도봉구","30대","여",43
20170215,"수","도봉구","40대","남",10
20170215,"수","도봉구","40대","여",28
20170215,"수","도봉구","50대","남",14
20170215,"수","도봉구","50대","여",21
20170215,"수","도봉구","60대이상","남",10
20170215,"수","도봉구","60대이상","여",9
20170215,"수","동대문구","10대","남",24
20170215,"수","동대문구","10대","여",17
20170215,"수","동대문구","20대","남",51
20170215,"수","동대문구","20대","여",33
20170215,"수","동대문구","30대","남",48
20170215,"수","동대문구","30대","여",47
20170215,"수","동대문구","40대","남",54
20170215,"수","동대문구","40대","여",56
20170215,"수","동대문구","50대","남",22
20170215,"수","동대문구","50대","여",33
20170215,"수","동대문구","60대이상","남",10
20170215,"수","동대문구","60대이상","여",19
20170215,"수","동작구","10대","남",20
20170215,"수","동작구","10대","여",30
20170215,"수","동작구","20대","남",48
20170215,"수","동작구","20대","여",48
20170215,"수","동작구","30대","남",49
20170215,"수","동작구","30대","여",46
20170215,"수","동작구","40대","남",42
20170215,"수","동작구","40대","여",31
20170215,"수","동작구","50대","남",30
20170215,"수","동작구","50대","여",29
20170215,"수","동작구","60대이상","남",14
20170215,"수","동작구","60대이상","여",9
20170215,"수","마포구","10대","남",52
20170215,"수","마포구","10대","여",20
20170215,"수","마포구","20대","남",62
20170215,"수","마포구","20대","여",61
20170215,"수","마포구","30대","남",72
20170215,"수","마포구","30대","여",87
20170215,"수","마포구","40대","남",54
20170215,"수","마포구","40대","여",81
20170215,"수","마포구","50대","남",43
20170215,"수","마포구","50대","여",46
20170215,"수","마포구","60대이상","남",21
20170215,"수","마포구","60대이상","여",21
20170215,"수","서대문구","10대","남",43
20170215,"수","서대문구","10대","여",33
20170215,"수","서대문구","20대","남",84
20170215,"수","서대문구","20대","여",62
20170215,"수","서대문구","30대","남",100
20170215,"수","서대문구","30대","여",96
20170215,"수","서대문구","40대","남",66
20170215,"수","서대문구","40대","여",110
20170215,"수","서대문구","50대","남",30
20170215,"수","서대문구","50대","여",33
20170215,"수","서대문구","60대이상","남",26
20170215,"수","서대문구","60대이상","여",17
20170215,"수","서초구","10대","남",46
20170215,"수","서초구","10대","여",25
20170215,"수","서초구","20대","남",90
20170215,"수","서초구","20대","여",60
20170215,"수","서초구","30대","남",89
20170215,"수","서초구","30대","여",113
20170215,"수","서초구","40대","남",101
20170215,"수","서초구","40대","여",117
20170215,"수","서초구","50대","남",36
20170215,"수","서초구","50대","여",51
20170215,"수","서초구","60대이상","남",26
20170215,"수","서초구","60대이상","여",27
20170215,"수","성동구","10대","남",21
20170215,"수","성동구","10대","여",16
20170215,"수","성동구","20대","남",55
20170215,"수","성동구","20대","여",45
20170215,"수","성동구","30대","남",55
20170215,"수","성동구","30대","여",58
20170215,"수","성동구","40대","남",42
20170215,"수","성동구","40대","여",88
20170215,"수","성동구","50대","남",15
20170215,"수","성동구","50대","여",35
20170215,"수","성동구","60대이상","남",5
20170215,"수","성동구","60대이상","여",6
20170215,"수","성북구","10대","남",39
20170215,"수","성북구","10대","여",29
20170215,"수","성북구","20대","남",51
20170215,"수","성북구","20대","여",63
20170215,"수","성북구","30대","남",81
20170215,"수","성북구","30대","여",76
20170215,"수","성북구","40대","남",74
20170215,"수","성북구","40대","여",79
20170215,"수","성북구","50대","남",33
20170215,"수","성북구","50대","여",41
20170215,"수","성북구","60대이상","남",24
20170215,"수","성북구","60대이상","여",35
20170215,"수","송파구","10대","남",46
20170215,"수","송파구","10대","여",33
20170215,"수","송파구","20대","남",93
20170215,"수","송파구","20대","여",91
20170215,"수","송파구","30대","남",119
20170215,"수","송파구","30대","여",129
20170215,"수","송파구","40대","남",107
20170215,"수","송파구","40대","여",165
20170215,"수","송파구","50대","남",56
20170215,"수","송파구","50대","여",52
20170215,"수","송파구","60대이상","남",16
20170215,"수","송파구","60대이상","여",29
20170215,"수","양천구","10대","남",23
20170215,"수","양천구","10대","여",20
20170215,"수","양천구","20대","남",31
20170215,"수","양천구","20대","여",36
20170215,"수","양천구","30대","남",36
20170215,"수","양천구","30대","여",48
20170215,"수","양천구","40대","남",18
20170215,"수","양천구","40대","여",59
20170215,"수","양천구","50대","남",13
20170215,"수","양천구","50대","여",19
20170215,"수","양천구","60대이상","여",11
20170215,"수","영등포구","10대","남",50
20170215,"수","영등포구","10대","여",45
20170215,"수","영등포구","20대","남",101
20170215,"수","영등포구","20대","여",106
20170215,"수","영등포구","30대","남",117
20170215,"수","영등포구","30대","여",117
20170215,"수","영등포구","40대","남",76
20170215,"수","영등포구","40대","여",129
20170215,"수","영등포구","50대","남",46
20170215,"수","영등포구","50대","여",45
20170215,"수","영등포구","60대이상","남",24
20170215,"수","영등포구","60대이상","여",28
20170215,"수","용산구","10대","남",37
20170215,"수","용산구","10대","여",23
20170215,"수","용산구","20대","남",58
20170215,"수","용산구","20대","여",44
20170215,"수","용산구","30대","남",70
20170215,"수","용산구","30대","여",88
20170215,"수","용산구","40대","남",76
20170215,"수","용산구","40대","여",88
20170215,"수","용산구","50대","남",38
20170215,"수","용산구","50대","여",43
20170215,"수","용산구","60대이상","남",21
20170215,"수","용산구","60대이상","여",21
20170215,"수","은평구","10대","남",50
20170215,"수","은평구","10대","여",21
20170215,"수","은평구","20대","남",64
20170215,"수","은평구","20대","여",59
20170215,"수","은평구","30대","남",94
20170215,"수","은평구","30대","여",95
20170215,"수","은평구","40대","남",76
20170215,"수","은평구","40대","여",128
20170215,"수","은평구","50대","남",26
20170215,"수","은평구","50대","여",35
20170215,"수","은평구","60대이상","남",15
20170215,"수","은평구","60대이상","여",13
20170215,"수","종로구","10대","남",26
20170215,"수","종로구","20대","남",34
20170215,"수","종로구","20대","여",50
20170215,"수","종로구","30대","남",46
20170215,"수","종로구","30대","여",49
20170215,"수","종로구","40대","남",50
20170215,"수","종로구","40대","여",60
20170215,"수","종로구","50대","남",25
20170215,"수","종로구","50대","여",36
20170215,"수","종로구","60대이상","남",16
20170215,"수","종로구","60대이상","여",5
20170215,"수","중구","10대","남",19
20170215,"수","중구","10대","여",12
20170215,"수","중구","20대","남",72
20170215,"수","중구","20대","여",51
20170215,"수","중구","30대","남",66
20170215,"수","중구","30대","여",82
20170215,"수","중구","40대","남",64
20170215,"수","중구","40대","여",85
20170215,"수","중구","50대","남",31
20170215,"수","중구","50대","여",43
20170215,"수","중구","60대이상","남",10
20170215,"수","중구","60대이상","여",17
20170215,"수","중랑구","10대","남",33
20170215,"수","중랑구","10대","여",23
20170215,"수","중랑구","20대","남",53
20170215,"수","중랑구","20대","여",48
20170215,"수","중랑구","30대","남",58
20170215,"수","중랑구","30대","여",67
20170215,"수","중랑구","40대","남",43
20170215,"수","중랑구","40대","여",74
20170215,"수","중랑구","50대","남",17
20170215,"수","중랑구","50대","여",30
20170215,"수","중랑구","60대이상","남",18
20170215,"수","중랑구","60대이상","여",11
20170216,"목","강남구","10대","남",57
20170216,"목","강남구","10대","여",35
20170216,"목","강남구","20대","남",140
20170216,"목","강남구","20대","여",95
20170216,"목","강남구","30대","남",187
20170216,"목","강남구","30대","여",144
20170216,"목","강남구","40대","남",96
20170216,"목","강남구","40대","여",211
20170216,"목","강남구","50대","남",43
20170216,"목","강남구","50대","여",80
20170216,"목","강남구","60대이상","남",26
20170216,"목","강남구","60대이상","여",49
20170216,"목","강동구","10대","남",62
20170216,"목","강동구","10대","여",30
20170216,"목","강동구","20대","남",66
20170216,"목","강동구","20대","여",73
20170216,"목","강동구","30대","남",70
20170216,"목","강동구","30대","여",103
20170216,"목","강동구","40대","남",89
20170216,"목","강동구","40대","여",115
20170216,"목","강동구","50대","남",50
20170216,"목","강동구","50대","여",54
20170216,"목","강동구","60대이상","남",23
20170216,"목","강동구","60대이상","여",32
20170216,"목","강북구","10대","남",28
20170216,"목","강북구","10대","여",16
20170216,"목","강북구","20대","남",61
20170216,"목","강북구","20대","여",50
20170216,"목","강북구","30대","남",85
20170216,"목","강북구","30대","여",107
20170216,"목","강북구","40대","남",63
20170216,"목","강북구","40대","여",125
20170216,"목","강북구","50대","남",21
20170216,"목","강북구","50대","여",46
20170216,"목","강북구","60대이상","남",13
20170216,"목","강북구","60대이상","여",30
20170216,"목","강서구","10대","남",92
20170216,"목","강서구","10대","여",62
20170216,"목","강서구","20대","남",140
20170216,"목","강서구","20대","여",139
20170216,"목","강서구","30대","남",204
20170216,"목","강서구","30대","여",230
20170216,"목","강서구","40대","남",132
20170216,"목","강서구","40대","여",275
20170216,"목","강서구","50대","남",58
20170216,"목","강서구","50대","여",81
20170216,"목","강서구","60대이상","남",28
20170216,"목","강서구","60대이상","여",46
20170216,"목","관악구","10대","남",31
20170216,"목","관악구","10대","여",21
20170216,"목","관악구","20대","남",139
20170216,"목","관악구","20대","여",108
20170216,"목","관악구","30대","남",137
20170216,"목","관악구","30대","여",149
20170216,"목","관악구","40대","남",73
20170216,"목","관악구","40대","여",143
20170216,"목","관악구","50대","남",39
20170216,"목","관악구","50대","여",44
20170216,"목","관악구","60대이상","남",9
20170216,"목","관악구","60대이상","여",16
20170216,"목","광진구","10대","남",21
20170216,"목","광진구","10대","여",26
20170216,"목","광진구","20대","남",30
20170216,"목","광진구","20대","여",32
20170216,"목","광진구","30대","남",33
20170216,"목","광진구","30대","여",29
20170216,"목","광진구","40대","남",24
20170216,"목","광진구","40대","여",43
20170216,"목","광진구","50대","남",14
20170216,"목","광진구","50대","여",29
20170216,"목","광진구","60대이상","남",6
20170216,"목","광진구","60대이상","여",19
20170216,"목","구로구","10대","남",40
20170216,"목","구로구","10대","여",24
20170216,"목","구로구","20대","남",59
20170216,"목","구로구","20대","여",46
20170216,"목","구로구","30대","남",49
20170216,"목","구로구","30대","여",96
20170216,"목","구로구","40대","남",53
20170216,"목","구로구","40대","여",100
20170216,"목","구로구","50대","남",28
20170216,"목","구로구","50대","여",42
20170216,"목","구로구","60대이상","남",20
20170216,"목","구로구","60대이상","여",21
20170216,"목","금천구","10대","남",22
20170216,"목","금천구","10대","여",20
20170216,"목","금천구","20대","남",25
20170216,"목","금천구","20대","여",27
20170216,"목","금천구","30대","남",46
20170216,"목","금천구","30대","여",38
20170216,"목","금천구","40대","남",25
20170216,"목","금천구","40대","여",51
20170216,"목","금천구","50대","남",25
20170216,"목","금천구","50대","여",16
20170216,"목","금천구","60대이상","남",10
20170216,"목","금천구","60대이상","여",15
20170216,"목","노원구","10대","남",58
20170216,"목","노원구","10대","여",38
20170216,"목","노원구","20대","남",66
20170216,"목","노원구","20대","여",62
20170216,"목","노원구","30대","남",79
20170216,"목","노원구","30대","여",119
20170216,"목","노원구","40대","남",80
20170216,"목","노원구","40대","여",186
20170216,"목","노원구","50대","남",43
20170216,"목","노원구","50대","여",64
20170216,"목","노원구","60대이상","남",11
20170216,"목","노원구","60대이상","여",32
20170216,"목","도봉구","10대","남",20
20170216,"목","도봉구","10대","여",14
20170216,"목","도봉구","20대","남",25
20170216,"목","도봉구","20대","여",26
20170216,"목","도봉구","30대","남",38
20170216,"목","도봉구","30대","여",30
20170216,"목","도봉구","40대","남",16
20170216,"목","도봉구","40대","여",38
20170216,"목","도봉구","50대","남",16
20170216,"목","도봉구","50대","여",22
20170216,"목","도봉구","60대이상","남",15
20170216,"목","도봉구","60대이상","여",21
20170216,"목","동대문구","10대","남",20
20170216,"목","동대문구","10대","여",11
20170216,"목","동대문구","20대","남",45
20170216,"목","동대문구","20대","여",37
20170216,"목","동대문구","30대","남",54
20170216,"목","동대문구","30대","여",52
20170216,"목","동대문구","40대","남",45
20170216,"목","동대문구","40대","여",80
20170216,"목","동대문구","50대","남",25
20170216,"목","동대문구","50대","여",26
20170216,"목","동대문구","60대이상","남",13
20170216,"목","동대문구","60대이상","여",6
20170216,"목","동작구","10대","남",24
20170216,"목","동작구","10대","여",24
20170216,"목","동작구","20대","남",53
20170216,"목","동작구","20대","여",46
20170216,"목","동작구","30대","남",55
20170216,"목","동작구","30대","여",40
20170216,"목","동작구","40대","남",32
20170216,"목","동작구","40대","여",48
20170216,"목","동작구","50대","남",25
20170216,"목","동작구","50대","여",11
20170216,"목","동작구","60대이상","남",24
20170216,"목","동작구","60대이상","여",21
20170216,"목","마포구","10대","남",46
20170216,"목","마포구","10대","여",21
20170216,"목","마포구","20대","남",73
20170216,"목","마포구","20대","여",83
20170216,"목","마포구","30대","남",78
20170216,"목","마포구","30대","여",90
20170216,"목","마포구","40대","남",43
20170216,"목","마포구","40대","여",98
20170216,"목","마포구","50대","남",21
20170216,"목","마포구","50대","여",38
20170216,"목","마포구","60대이상","남",29
20170216,"목","마포구","60대이상","여",19
20170216,"목","서대문구","10대","남",36
20170216,"목","서대문구","10대","여",37
20170216,"목","서대문구","20대","남",75
20170216,"목","서대문구","20대","여",73
20170216,"목","서대문구","30대","남",104
20170216,"목","서대문구","30대","여",87
20170216,"목","서대문구","40대","남",79
20170216,"목","서대문구","40대","여",101
20170216,"목","서대문구","50대","남",26
20170216,"목","서대문구","50대","여",48
20170216,"목","서대문구","60대이상","남",29
20170216,"목","서대문구","60대이상","여",27
20170216,"목","서초구","10대","남",46
20170216,"목","서초구","10대","여",30
20170216,"목","서초구","20대","남",102
20170216,"목","서초구","20대","여",87
20170216,"목","서초구","30대","남",105
20170216,"목","서초구","30대","여",109
20170216,"목","서초구","40대","남",88
20170216,"목","서초구","40대","여",165
20170216,"목","서초구","50대","남",38
20170216,"목","서초구","50대","여",58
20170216,"목","서초구","60대이상","남",21
20170216,"목","서초구","60대이상","여",25
20170216,"목","성동구","10대","남",15
20170216,"목","성동구","10대","여",10
20170216,"목","성동구","20대","남",54
20170216,"목","성동구","20대","여",46
20170216,"목","성동구","30대","남",77
20170216,"목","성동구","30대","여",68
20170216,"목","성동구","40대","남",53
20170216,"목","성동구","40대","여",79
20170216,"목","성동구","50대","남",17
20170216,"목","성동구","50대","여",28
20170216,"목","성동구","60대이상","남",6
20170216,"목","성동구","60대이상","여",7
20170216,"목","성북구","10대","남",42
20170216,"목","성북구","10대","여",14
20170216,"목","성북구","20대","남",83
20170216,"목","성북구","20대","여",54
20170216,"목","성북구","30대","남",64
20170216,"목","성북구","30대","여",81
20170216,"목","성북구","40대","남",61
20170216,"목","성북구","40대","여",97
20170216,"목","성북구","50대","남",21
20170216,"목","성북구","50대","여",51
20170216,"목","성북구","60대이상","남",25
20170216,"목","성북구","60대이상","여",30
20170216,"목","송파구","10대","남",69
20170216,"목","송파구","10대","여",28
20170216,"목","송파구","20대","남",105
20170216,"목","송파구","20대","여",94
20170216,"목","송파구","30대","남",112
20170216,"목","송파구","30대","여",159
20170216,"목","송파구","40대","남",77
20170216,"목","송파구","40대","여",174
20170216,"목","송파구","50대","남",45
20170216,"목","송파구","50대","여",60
20170216,"목","송파구","60대이상","남",29
20170216,"목","송파구","60대이상","여",25
20170216,"목","양천구","10대","남",29
20170216,"목","양천구","10대","여",13
20170216,"목","양천구","20대","남",36
20170216,"목","양천구","20대","여",43
20170216,"목","양천구","30대","남",24
20170216,"목","양천구","30대","여",55
20170216,"목","양천구","40대","남",27
20170216,"목","양천구","40대","여",70
20170216,"목","양천구","50대","남",16
20170216,"목","양천구","50대","여",21
20170216,"목","양천구","60대이상","남",11
20170216,"목","양천구","60대이상","여",10
20170216,"목","영등포구","10대","남",50
20170216,"목","영등포구","10대","여",44
20170216,"목","영등포구","20대","남",93
20170216,"목","영등포구","20대","여",103
20170216,"목","영등포구","30대","남",124
20170216,"목","영등포구","30대","여",150
20170216,"목","영등포구","40대","남",93
20170216,"목","영등포구","40대","여",131
20170216,"목","영등포구","50대","남",33
20170216,"목","영등포구","50대","여",45
20170216,"목","영등포구","60대이상","남",21
20170216,"목","영등포구","60대이상","여",20
20170216,"목","용산구","10대","남",35
20170216,"목","용산구","10대","여",49
20170216,"목","용산구","20대","남",70
20170216,"목","용산구","20대","여",47
20170216,"목","용산구","30대","남",72
20170216,"목","용산구","30대","여",84
20170216,"목","용산구","40대","남",51
20170216,"목","용산구","40대","여",84
20170216,"목","용산구","50대","남",30
20170216,"목","용산구","50대","여",39
20170216,"목","용산구","60대이상","남",14
20170216,"목","용산구","60대이상","여",26
20170216,"목","은평구","10대","남",45
20170216,"목","은평구","10대","여",27
20170216,"목","은평구","20대","남",66
20170216,"목","은평구","20대","여",62
20170216,"목","은평구","30대","남",95
20170216,"목","은평구","30대","여",129
20170216,"목","은평구","40대","남",85
20170216,"목","은평구","40대","여",105
20170216,"목","은평구","50대","남",37
20170216,"목","은평구","50대","여",51
20170216,"목","은평구","60대이상","남",24
20170216,"목","은평구","60대이상","여",17
20170216,"목","종로구","10대","남",21
20170216,"목","종로구","10대","여",15
20170216,"목","종로구","20대","남",57
20170216,"목","종로구","20대","여",41
20170216,"목","종로구","30대","남",55
20170216,"목","종로구","30대","여",40
20170216,"목","종로구","40대","남",51
20170216,"목","종로구","40대","여",39
20170216,"목","종로구","50대","남",16
20170216,"목","종로구","50대","여",40
20170216,"목","종로구","60대이상","남",14
20170216,"목","종로구","60대이상","여",21
20170216,"목","중구","10대","남",26
20170216,"목","중구","10대","여",15
20170216,"목","중구","20대","남",72
20170216,"목","중구","20대","여",54
20170216,"목","중구","30대","남",100
20170216,"목","중구","30대","여",102
20170216,"목","중구","40대","남",50
20170216,"목","중구","40대","여",94
20170216,"목","중구","50대","남",38
20170216,"목","중구","50대","여",55
20170216,"목","중구","60대이상","남",11
20170216,"목","중구","60대이상","여",19
20170216,"목","중랑구","10대","남",32
20170216,"목","중랑구","10대","여",22
20170216,"목","중랑구","20대","남",56
20170216,"목","중랑구","20대","여",44
20170216,"목","중랑구","30대","남",53
20170216,"목","중랑구","30대","여",87
20170216,"목","중랑구","40대","남",51
20170216,"목","중랑구","40대","여",81
20170216,"목","중랑구","50대","남",29
20170216,"목","중랑구","50대","여",40
20170216,"목","중랑구","60대이상","남",16
20170216,"목","중랑구","60대이상","여",19
20170217,"금","강남구","10대","남",74
20170217,"금","강남구","10대","여",57
20170217,"금","강남구","20대","남",157
20170217,"금","강남구","20대","여",129
20170217,"금","강남구","30대","남",198
20170217,"금","강남구","30대","여",166
20170217,"금","강남구","40대","남",135
20170217,"금","강남구","40대","여",298
20170217,"금","강남구","50대","남",64
20170217,"금","강남구","50대","여",73
20170217,"금","강남구","60대이상","남",48
20170217,"금","강남구","60대이상","여",46
20170217,"금","강동구","10대","남",56
20170217,"금","강동구","10대","여",53
20170217,"금","강동구","20대","남",84
20170217,"금","강동구","20대","여",71
20170217,"금","강동구","30대","남",120
20170217,"금","강동구","30대","여",135
20170217,"금","강동구","40대","남",103
20170217,"금","강동구","40대","여",189
20170217,"금","강동구","50대","남",61
20170217,"금","강동구","50대","여",54
20170217,"금","강동구","60대이상","남",32
20170217,"금","강동구","60대이상","여",39
20170217,"금","강북구","10대","남",39
20170217,"금","강북구","10대","여",33
20170217,"금","강북구","20대","남",82
20170217,"금","강북구","20대","여",49
20170217,"금","강북구","30대","남",84
20170217,"금","강북구","30대","여",141
20170217,"금","강북구","40대","남",91
20170217,"금","강북구","40대","여",168
20170217,"금","강북구","50대","남",29
20170217,"금","강북구","50대","여",32
20170217,"금","강북구","60대이상","남",16
20170217,"금","강북구","60대이상","여",31
20170217,"금","강서구","10대","남",107
20170217,"금","강서구","10대","여",74
20170217,"금","강서구","20대","남",166
20170217,"금","강서구","20대","여",168
20170217,"금","강서구","30대","남",225
20170217,"금","강서구","30대","여",373
20170217,"금","강서구","40대","남",229
20170217,"금","강서구","40대","여",392
20170217,"금","강서구","50대","남",84
20170217,"금","강서구","50대","여",119
20170217,"금","강서구","60대이상","남",33
20170217,"금","강서구","60대이상","여",39
20170217,"금","관악구","10대","남",49
20170217,"금","관악구","10대","여",25
20170217,"금","관악구","20대","남",155
20170217,"금","관악구","20대","여",145
20170217,"금","관악구","30대","남",192
20170217,"금","관악구","30대","여",211
20170217,"금","관악구","40대","남",117
20170217,"금","관악구","40대","여",207
20170217,"금","관악구","50대","남",40
20170217,"금","관악구","50대","여",68
